interaction_id,customer_id,interaction_date,interaction_type,branch_code,channel
INT784384,C01002409,2027-12-01,Customer_Care_Call,B015,Branch
INT519335,C01002409,2025-06-26,Customer_Care_Call,B015,USSD
INT925514,C01002410,2024-10-30,SMS_Received,B020,ATM
INT986906,C01002410,2024-06-04,App_Login,B020,Agent
INT753540,C01002410,2022-09-24,Branch_Visit,B020,Agent
INT602071,C01002410,2024-11-27,App_Login,B020,App
INT932307,C01002410,2025-04-18,App_Login,B020,Web
INT597809,C01002410,2024-05-05,App_Login,B020,Web
INT938922,C01002410,2023-10-15,App_Login,B020,Web
INT836434,C01002410,2026-08-13,App_Login,B020,App
INT943757,C01002410,2026-03-17,Branch_Visit,B020,Agent
INT722229,C01002410,2025-03-14,SMS_Received,B020,Agent
INT707230,C01002410,2023-06-21,Branch_Visit,B020,USSD
INT807656,C01002410,2023-09-09,App_Login,B020,Web
INT682150,C01002410,2024-03-09,Branch_Visit,B020,Web
INT565242,C01002410,2026-06-20,Customer_Care_Call,B020,USSD
INT690823,C01002410,2024-08-28,Branch_Visit,B020,App
INT924882,C01002411,2027-05-26,App_Login,B003,Agent
INT829570,C01002411,2026-06-10,Customer_Care_Call,B003,Web
INT571730,C01002411,2027-07-03,Branch_Visit,B003,USSD
INT802814,C01002411,2027-10-02,USSD_Session,B003,Branch
INT756572,C01002411,2026-01-30,USSD_Session,B003,Agent
INT787629,C01002411,2027-07-22,USSD_Session,B003,ATM
INT546823,C01002411,2026-03-16,USSD_Session,B003,Branch
INT626080,C01002411,2025-06-18,App_Login,B003,Branch
INT973982,C01002411,2024-03-09,Customer_Care_Call,B003,USSD
INT750963,C01002411,2024-03-02,Branch_Visit,B003,App
INT803170,C01002411,2025-03-13,SMS_Received,B003,Branch
INT836945,C01002411,2024-03-10,USSD_Session,B003,ATM
INT870872,C01002411,2024-06-08,Branch_Visit,B003,Branch
INT616070,C01002411,2024-12-05,App_Login,B003,App
INT501645,C01002411,2025-01-08,Branch_Visit,B003,USSD
INT640592,C01002412,2026-07-23,Branch_Visit,B003,USSD
INT925659,C01002412,2023-12-07,Customer_Care_Call,B003,App
INT807448,C01002412,2026-04-12,Customer_Care_Call,B003,Web
INT575486,C01002412,2027-08-08,USSD_Session,B003,Branch
INT871016,C01002412,2026-08-04,USSD_Session,B003,App
INT796518,C01002412,2025-11-14,SMS_Received,B003,USSD
INT589018,C01002412,2023-06-13,App_Login,B003,USSD
INT857671,C01002412,2024-10-19,Branch_Visit,B003,Web
INT857136,C01002412,2023-11-23,USSD_Session,B003,Web
INT863289,C01002412,2025-06-24,App_Login,B003,Agent
INT861082,C01002412,2027-07-21,SMS_Received,B003,App
INT703491,C01002412,2025-11-05,Branch_Visit,B003,Web
INT779750,C01002412,2024-03-22,SMS_Received,B003,ATM
INT953948,C01002412,2025-06-03,SMS_Received,B003,Agent
INT794524,C01002412,2023-11-22,App_Login,B003,App
INT547918,C01002412,2025-06-07,App_Login,B003,Agent
INT975240,C01002412,2024-02-15,Customer_Care_Call,B003,USSD
INT907473,C01002412,2026-11-22,SMS_Received,B003,USSD
INT801049,C01002413,2024-09-30,Customer_Care_Call,B002,USSD
INT845903,C01002413,2025-04-24,App_Login,B002,ATM
INT899667,C01002413,2028-06-20,App_Login,B002,App
INT508929,C01002413,2028-09-16,App_Login,B002,Agent
INT924326,C01002413,2027-07-24,Branch_Visit,B002,USSD
INT929959,C01002413,2028-11-06,USSD_Session,B002,App
INT520784,C01002413,2028-10-24,Customer_Care_Call,B002,Agent
INT670464,C01002414,2023-03-02,USSD_Session,B015,ATM
INT850687,C01002414,2025-09-27,Branch_Visit,B015,USSD
INT955375,C01002414,2026-06-08,USSD_Session,B015,Agent
INT662217,C01002414,2024-12-09,USSD_Session,B015,Web
INT950368,C01002414,2025-02-22,Branch_Visit,B015,ATM
INT831305,C01002414,2023-09-16,App_Login,B015,App
INT940582,C01002414,2023-01-27,Customer_Care_Call,B015,Agent
INT732653,C01002414,2025-08-20,SMS_Received,B015,ATM
INT697687,C01002414,2024-06-04,Branch_Visit,B015,USSD
INT798677,C01002414,2026-01-15,Branch_Visit,B015,Web
INT932785,C01002414,2026-06-09,USSD_Session,B015,Branch
INT966705,C01002414,2025-06-14,SMS_Received,B015,Agent
INT663373,C01002414,2023-10-25,USSD_Session,B015,App
INT601890,C01002414,2024-01-22,Customer_Care_Call,B015,ATM
INT780282,C01002414,2023-07-26,Customer_Care_Call,B015,Web
INT780346,C01002414,2025-04-06,Branch_Visit,B015,App
INT532897,C01002414,2026-08-28,Customer_Care_Call,B015,App
INT669631,C01002414,2024-03-27,Customer_Care_Call,B015,Web
INT793252,C01002415,2024-06-13,Customer_Care_Call,B002,Web
INT603675,C01002415,2024-05-06,App_Login,B002,Branch
INT687517,C01002415,2024-11-08,Customer_Care_Call,B002,ATM
INT573537,C01002415,2025-03-04,App_Login,B002,USSD
INT638785,C01002415,2025-10-01,USSD_Session,B002,App
INT890576,C01002415,2025-04-01,SMS_Received,B002,Agent
INT652169,C01002415,2025-08-25,SMS_Received,B002,Web
INT845981,C01002415,2027-03-30,App_Login,B002,Agent
INT651112,C01002415,2026-05-26,App_Login,B002,Web
INT850274,C01002415,2023-09-14,App_Login,B002,Agent
INT921525,C01002416,2024-08-08,Customer_Care_Call,B002,Branch
INT926411,C01002416,2026-05-29,App_Login,B002,USSD
INT985051,C01002416,2025-07-03,Customer_Care_Call,B002,Web
INT828580,C01002416,2028-08-15,Customer_Care_Call,B002,Web
INT783098,C01002416,2025-01-11,App_Login,B002,USSD
INT785355,C01002416,2026-03-26,App_Login,B002,Agent
INT784315,C01002416,2024-11-26,App_Login,B002,Web
INT800311,C01002416,2026-09-07,App_Login,B002,Agent
INT908889,C01002416,2027-06-12,App_Login,B002,Agent
INT627614,C01002416,2025-02-19,USSD_Session,B002,Agent
INT813814,C01002416,2028-09-08,Branch_Visit,B002,App
INT933727,C01002416,2028-07-04,Branch_Visit,B002,App
INT607843,C01002416,2027-07-29,Branch_Visit,B002,ATM
INT787455,C01002416,2026-04-18,Branch_Visit,B002,Web
INT709619,C01002416,2028-08-19,Customer_Care_Call,B002,Agent
INT878210,C01002416,2026-10-25,SMS_Received,B002,App
INT984698,C01002416,2027-10-05,Customer_Care_Call,B002,App
INT873991,C01002416,2025-04-15,Branch_Visit,B002,USSD
INT589770,C01002416,2028-04-22,SMS_Received,B002,Agent
INT575615,C01002417,2026-01-27,Customer_Care_Call,B010,Agent
INT664641,C01002417,2025-02-25,Customer_Care_Call,B010,USSD
INT767113,C01002417,2026-10-13,Customer_Care_Call,B010,Branch
INT882846,C01002417,2024-06-28,App_Login,B010,Web
INT787102,C01002417,2026-09-24,USSD_Session,B010,App
INT619286,C01002417,2025-12-22,App_Login,B010,Branch
INT527545,C01002417,2026-08-10,Customer_Care_Call,B010,Web
INT864961,C01002417,2026-04-06,SMS_Received,B010,ATM
INT706286,C01002417,2024-09-30,USSD_Session,B010,Branch
INT585104,C01002417,2025-07-17,USSD_Session,B010,Agent
INT697689,C01002417,2025-12-07,USSD_Session,B010,USSD
INT869814,C01002417,2026-01-15,App_Login,B010,Web
INT654631,C01002417,2026-12-30,Branch_Visit,B010,Web
INT770937,C01002417,2025-03-26,Branch_Visit,B010,Web
INT876218,C01002417,2027-01-23,Branch_Visit,B010,Web
INT797467,C01002417,2026-08-23,SMS_Received,B010,USSD
INT684793,C01002417,2024-11-11,App_Login,B010,Web
INT985885,C01002417,2026-11-27,SMS_Received,B010,USSD
INT791035,C01002417,2024-08-01,SMS_Received,B010,Web
INT822460,C01002417,2027-05-08,Branch_Visit,B010,USSD
INT811110,C01002418,2025-07-23,App_Login,B002,USSD
INT720826,C01002418,2023-11-13,Branch_Visit,B002,Agent
INT861117,C01002418,2024-11-02,USSD_Session,B002,Agent
INT683868,C01002418,2023-03-03,USSD_Session,B002,ATM
INT995393,C01002418,2024-02-17,SMS_Received,B002,Branch
INT712889,C01002418,2026-10-02,SMS_Received,B002,Web
INT919961,C01002418,2026-05-15,SMS_Received,B002,Agent
INT839498,C01002418,2026-03-15,USSD_Session,B002,ATM
INT584768,C01002418,2022-12-31,Branch_Visit,B002,App
INT579293,C01002418,2023-02-05,Customer_Care_Call,B002,ATM
INT627116,C01002418,2026-02-09,Customer_Care_Call,B002,Web
INT890703,C01002418,2023-10-25,Branch_Visit,B002,USSD
INT756382,C01002418,2026-10-29,Customer_Care_Call,B002,Branch
INT536711,C01002419,2024-08-02,SMS_Received,B005,USSD
INT537121,C01002419,2022-10-29,App_Login,B005,Branch
INT617128,C01002419,2022-10-27,USSD_Session,B005,Branch
INT688653,C01002419,2025-01-17,Customer_Care_Call,B005,Web
INT952135,C01002419,2022-11-19,Branch_Visit,B005,Web
INT513802,C01002419,2025-01-08,App_Login,B005,Agent
INT978926,C01002419,2023-09-10,App_Login,B005,ATM
INT615789,C01002419,2025-10-21,USSD_Session,B005,Agent
INT635576,C01002419,2026-06-23,App_Login,B005,Web
INT665606,C01002419,2023-11-22,USSD_Session,B005,Web
INT708473,C01002419,2026-05-31,Customer_Care_Call,B005,App
INT889737,C01002419,2024-03-21,SMS_Received,B005,USSD
INT892919,C01002420,2024-04-25,Branch_Visit,B004,Agent
INT917249,C01002420,2025-08-12,Branch_Visit,B004,ATM
INT873102,C01002420,2026-04-14,App_Login,B004,Agent
INT740063,C01002420,2024-07-01,USSD_Session,B004,Agent
INT998872,C01002420,2026-04-05,App_Login,B004,Web
INT616766,C01002420,2022-04-24,USSD_Session,B004,Web
INT863045,C01002420,2024-08-31,App_Login,B004,USSD
INT767537,C01002420,2023-04-10,App_Login,B004,USSD
INT531255,C01002420,2022-11-07,Customer_Care_Call,B004,ATM
INT915710,C01002420,2022-05-26,SMS_Received,B004,Branch
INT754409,C01002420,2024-03-05,SMS_Received,B004,Web
INT774745,C01002420,2024-11-11,SMS_Received,B004,Branch
INT725706,C01002420,2024-04-04,SMS_Received,B004,Branch
INT901426,C01002420,2025-11-22,USSD_Session,B004,ATM
INT911220,C01002421,2026-05-17,Branch_Visit,B001,Agent
INT620145,C01002421,2025-12-02,App_Login,B001,App
INT910985,C01002421,2026-08-10,Customer_Care_Call,B001,App
INT557511,C01002421,2027-01-04,App_Login,B001,Branch
INT864338,C01002421,2027-04-03,Branch_Visit,B001,Branch
INT727867,C01002421,2026-09-08,USSD_Session,B001,ATM
INT787952,C01002421,2027-05-11,Branch_Visit,B001,App
INT755852,C01002421,2027-04-05,SMS_Received,B001,Web
INT850262,C01002421,2024-10-20,USSD_Session,B001,Branch
INT699440,C01002421,2027-03-18,USSD_Session,B001,App
INT630990,C01002421,2027-09-14,Customer_Care_Call,B001,USSD
INT737963,C01002421,2025-07-27,Customer_Care_Call,B001,Branch
INT596224,C01002422,2025-02-04,App_Login,B003,USSD
INT784420,C01002422,2027-12-20,Branch_Visit,B003,ATM
INT808264,C01002422,2028-05-17,Branch_Visit,B003,Agent
INT561058,C01002422,2026-04-24,App_Login,B003,Branch
INT981238,C01002422,2026-11-29,Branch_Visit,B003,Branch
INT763754,C01002422,2026-11-02,Branch_Visit,B003,Branch
INT825710,C01002422,2024-12-16,SMS_Received,B003,Branch
INT948883,C01002422,2025-10-19,USSD_Session,B003,Web
INT680353,C01002422,2027-11-15,USSD_Session,B003,App
INT664419,C01002422,2026-05-28,App_Login,B003,Agent
INT923011,C01002422,2027-12-16,Customer_Care_Call,B003,ATM
INT629762,C01002422,2024-08-22,App_Login,B003,Web
INT774093,C01002422,2026-12-12,App_Login,B003,USSD
INT767586,C01002422,2028-03-28,Customer_Care_Call,B003,Web
INT937573,C01002423,2027-04-15,SMS_Received,B005,Agent
INT796852,C01002423,2027-04-09,Branch_Visit,B005,Web
INT644955,C01002423,2029-01-06,USSD_Session,B005,Web
INT728255,C01002423,2027-08-17,USSD_Session,B005,Web
INT961706,C01002423,2027-08-20,SMS_Received,B005,Agent
INT882834,C01002423,2026-09-10,Customer_Care_Call,B005,Agent
INT636321,C01002423,2027-04-07,SMS_Received,B005,App
INT728240,C01002423,2026-01-19,App_Login,B005,Agent
INT585461,C01002423,2026-02-20,App_Login,B005,Web
INT700744,C01002423,2028-08-09,App_Login,B005,Web
INT899950,C01002423,2028-12-29,App_Login,B005,Web
INT572365,C01002423,2027-11-01,SMS_Received,B005,USSD
INT824316,C01002423,2026-08-03,Branch_Visit,B005,Web
INT541705,C01002423,2028-03-07,USSD_Session,B005,Agent
INT525202,C01002424,2024-10-03,Customer_Care_Call,B001,ATM
INT565156,C01002424,2028-04-05,App_Login,B001,Branch
INT917778,C01002424,2025-10-16,App_Login,B001,ATM
INT713704,C01002424,2027-09-17,App_Login,B001,Agent
INT865559,C01002424,2025-03-16,SMS_Received,B001,ATM
INT849473,C01002424,2025-12-31,SMS_Received,B001,App
INT750806,C01002424,2025-12-05,App_Login,B001,Agent
INT838951,C01002424,2027-09-29,SMS_Received,B001,App
INT638984,C01002424,2026-10-22,USSD_Session,B001,Agent
INT950629,C01002424,2025-11-29,App_Login,B001,Agent
INT960955,C01002424,2027-09-01,USSD_Session,B001,Branch
INT616151,C01002424,2025-03-31,Customer_Care_Call,B001,USSD
INT689726,C01002424,2027-02-11,SMS_Received,B001,App
INT719241,C01002425,2025-11-10,Branch_Visit,B015,ATM
INT591395,C01002425,2026-05-26,App_Login,B015,Web
INT691449,C01002425,2025-05-18,App_Login,B015,Branch
INT862731,C01002425,2025-10-21,USSD_Session,B015,Web
INT679332,C01002425,2026-01-06,Customer_Care_Call,B015,ATM
INT654480,C01002425,2024-10-08,Branch_Visit,B015,App
INT979930,C01002425,2027-06-17,Customer_Care_Call,B015,App
INT964902,C01002425,2024-09-11,Customer_Care_Call,B015,Branch
INT538007,C01002425,2023-08-29,SMS_Received,B015,USSD
INT973444,C01002425,2026-04-28,USSD_Session,B015,ATM
INT603382,C01002425,2027-06-07,App_Login,B015,Web
INT578820,C01002425,2027-04-16,Customer_Care_Call,B015,ATM
INT929816,C01002426,2026-06-28,Branch_Visit,B015,USSD
INT986680,C01002426,2026-01-15,App_Login,B015,USSD
INT818788,C01002426,2022-12-06,USSD_Session,B015,USSD
INT647904,C01002426,2025-04-25,USSD_Session,B015,ATM
INT561472,C01002426,2027-02-11,Branch_Visit,B015,Web
INT875268,C01002426,2024-08-02,USSD_Session,B015,USSD
INT851111,C01002426,2025-01-14,App_Login,B015,Web
INT900827,C01002426,2025-10-02,USSD_Session,B015,Agent
INT665162,C01002426,2024-02-03,App_Login,B015,Web
INT780494,C01002426,2026-12-08,Customer_Care_Call,B015,USSD
INT563670,C01002426,2024-02-18,Branch_Visit,B015,USSD
INT956260,C01002426,2023-05-29,USSD_Session,B015,Branch
INT877399,C01002426,2024-07-01,SMS_Received,B015,Web
INT752729,C01002426,2026-11-17,App_Login,B015,Web
INT971128,C01002426,2023-05-04,Customer_Care_Call,B015,Branch
INT849241,C01002426,2026-06-29,USSD_Session,B015,ATM
INT746020,C01002426,2024-07-28,Branch_Visit,B015,USSD
INT583899,C01002427,2026-03-24,USSD_Session,B015,Web
INT630256,C01002427,2024-02-22,App_Login,B015,Branch
INT911756,C01002427,2025-09-04,USSD_Session,B015,App
INT787794,C01002427,2024-12-11,Customer_Care_Call,B015,USSD
INT910265,C01002427,2026-01-12,USSD_Session,B015,Agent
INT971479,C01002427,2026-09-29,App_Login,B015,USSD
INT850648,C01002427,2024-09-14,App_Login,B015,Web
INT729288,C01002427,2024-02-21,USSD_Session,B015,Agent
INT796619,C01002427,2024-04-17,App_Login,B015,Web
INT647705,C01002427,2024-02-25,App_Login,B015,Agent
INT970605,C01002427,2026-09-16,USSD_Session,B015,App
INT563355,C01002427,2025-08-13,SMS_Received,B015,App
INT816374,C01002427,2026-07-25,App_Login,B015,App
INT837790,C01002427,2027-12-22,SMS_Received,B015,App
INT548997,C01002427,2025-06-16,App_Login,B015,ATM
INT796192,C01002428,2025-08-06,USSD_Session,B005,Web
INT636033,C01002428,2027-04-12,App_Login,B005,Web
INT675372,C01002428,2027-05-18,Customer_Care_Call,B005,Web
INT731805,C01002428,2025-06-17,USSD_Session,B005,USSD
INT994614,C01002428,2026-10-28,Branch_Visit,B005,Agent
INT740022,C01002428,2029-01-21,SMS_Received,B005,Web
INT558595,C01002428,2027-08-09,USSD_Session,B005,USSD
INT936341,C01002428,2025-05-08,USSD_Session,B005,App
INT868002,C01002428,2029-05-30,SMS_Received,B005,USSD
INT680043,C01002428,2028-05-20,SMS_Received,B005,ATM
INT610854,C01002429,2029-07-24,Branch_Visit,B005,Agent
INT983455,C01002429,2026-12-06,SMS_Received,B005,Web
INT934596,C01002429,2028-01-11,Branch_Visit,B005,USSD
INT567759,C01002429,2026-02-20,Branch_Visit,B005,USSD
INT733193,C01002429,2029-10-04,SMS_Received,B005,Agent
INT672206,C01002429,2027-10-23,USSD_Session,B005,Branch
INT682669,C01002429,2029-12-28,App_Login,B005,App
INT972414,C01002429,2026-07-14,SMS_Received,B005,ATM
INT845070,C01002429,2026-12-07,SMS_Received,B005,Branch
INT904280,C01002429,2027-12-08,Branch_Visit,B005,ATM
INT900640,C01002429,2027-01-04,App_Login,B005,Web
INT500873,C01002429,2027-06-15,USSD_Session,B005,Agent
INT900549,C01002429,2026-03-09,SMS_Received,B005,App
INT955368,C01002429,2029-02-14,Branch_Visit,B005,App
INT626209,C01002429,2030-04-01,App_Login,B005,Branch
INT625892,C01002429,2026-10-06,USSD_Session,B005,Branch
INT709981,C01002430,2026-03-31,SMS_Received,B003,Web
INT763201,C01002430,2024-02-26,Branch_Visit,B003,ATM
INT678113,C01002430,2025-01-27,Customer_Care_Call,B003,App
INT974726,C01002430,2024-03-19,App_Login,B003,Web
INT970868,C01002430,2025-01-30,App_Login,B003,USSD
INT712532,C01002430,2027-05-30,Customer_Care_Call,B003,USSD
INT989002,C01002430,2027-06-23,SMS_Received,B003,Web
INT815706,C01002430,2025-06-18,SMS_Received,B003,App
INT813680,C01002430,2024-08-07,USSD_Session,B003,USSD
INT648166,C01002430,2025-01-26,Customer_Care_Call,B003,Web
INT641154,C01002430,2027-02-18,SMS_Received,B003,Agent
INT692022,C01002430,2024-08-21,Customer_Care_Call,B003,Web
INT897174,C01002430,2026-05-06,USSD_Session,B003,Web
INT819537,C01002430,2023-10-28,Branch_Visit,B003,Web
INT929420,C01002431,2026-05-30,App_Login,B004,Agent
INT976045,C01002431,2023-03-08,SMS_Received,B004,USSD
INT533744,C01002431,2026-03-29,USSD_Session,B004,ATM
INT672118,C01002431,2025-09-23,Branch_Visit,B004,App
INT871193,C01002431,2023-02-06,App_Login,B004,Branch
INT660988,C01002431,2027-04-05,SMS_Received,B004,Agent
INT616431,C01002431,2027-02-19,Customer_Care_Call,B004,Web
INT680831,C01002431,2026-01-03,Branch_Visit,B004,ATM
INT819993,C01002431,2024-10-05,App_Login,B004,App
INT640769,C01002431,2025-12-12,Branch_Visit,B004,App
INT811398,C01002431,2023-06-05,App_Login,B004,Agent
INT680065,C01002432,2022-11-24,USSD_Session,B020,Web
INT881892,C01002432,2023-04-01,Customer_Care_Call,B020,Branch
INT681288,C01002432,2024-10-20,Customer_Care_Call,B020,USSD
INT984995,C01002432,2026-03-05,App_Login,B020,ATM
INT817494,C01002432,2026-10-13,App_Login,B020,App
INT647614,C01002432,2023-08-16,USSD_Session,B020,Web
INT789029,C01002432,2023-09-21,SMS_Received,B020,Agent
INT847753,C01002432,2025-07-06,Customer_Care_Call,B020,USSD
INT834327,C01002432,2026-05-31,USSD_Session,B020,Web
INT999506,C01002432,2023-05-09,Branch_Visit,B020,ATM
INT700316,C01002432,2024-01-06,SMS_Received,B020,App
INT555389,C01002432,2025-11-29,App_Login,B020,USSD
INT876840,C01002432,2023-08-27,SMS_Received,B020,ATM
INT905621,C01002432,2025-05-07,Customer_Care_Call,B020,USSD
INT783979,C01002432,2026-07-16,Branch_Visit,B020,Branch
INT779813,C01002432,2025-03-09,App_Login,B020,Agent
INT800074,C01002433,2026-05-28,App_Login,B002,Web
INT709792,C01002433,2026-10-18,SMS_Received,B002,USSD
INT681549,C01002433,2027-07-12,USSD_Session,B002,Web
INT835544,C01002433,2024-11-28,SMS_Received,B002,Agent
INT753694,C01002433,2027-03-21,SMS_Received,B002,USSD
INT914129,C01002433,2025-04-27,SMS_Received,B002,Agent
INT736321,C01002433,2024-11-26,SMS_Received,B002,App
INT932150,C01002433,2026-11-28,SMS_Received,B002,ATM
INT949889,C01002433,2026-11-17,Customer_Care_Call,B002,Web
INT596720,C01002433,2026-02-14,USSD_Session,B002,App
INT644153,C01002433,2027-04-02,USSD_Session,B002,USSD
INT668521,C01002433,2026-10-10,SMS_Received,B002,ATM
INT500392,C01002433,2026-08-16,Customer_Care_Call,B002,Agent
INT793114,C01002433,2027-10-11,SMS_Received,B002,USSD
INT761629,C01002433,2026-11-08,Customer_Care_Call,B002,Web
INT653762,C01002433,2025-12-17,Customer_Care_Call,B002,Branch
INT961368,C01002433,2026-07-28,Customer_Care_Call,B002,USSD
INT989060,C01002433,2026-02-27,App_Login,B002,App
INT972226,C01002433,2024-12-19,Customer_Care_Call,B002,USSD
INT671497,C01002433,2026-10-20,Branch_Visit,B002,Branch
INT867944,C01002433,2025-08-26,App_Login,B002,USSD
INT720203,C01002433,2028-07-13,App_Login,B002,ATM
INT823054,C01002434,2024-12-31,App_Login,B015,Branch
INT824879,C01002434,2026-08-21,Branch_Visit,B015,ATM
INT904275,C01002434,2025-02-24,Branch_Visit,B015,Agent
INT543751,C01002434,2028-06-20,USSD_Session,B015,Web
INT542404,C01002434,2026-07-10,App_Login,B015,Branch
INT965661,C01002434,2025-08-12,Branch_Visit,B015,Branch
INT757139,C01002434,2025-08-08,App_Login,B015,App
INT908594,C01002434,2028-10-08,Customer_Care_Call,B015,ATM
INT619507,C01002434,2028-06-07,Branch_Visit,B015,USSD
INT934818,C01002434,2026-09-26,Customer_Care_Call,B015,ATM
INT649898,C01002435,2024-08-21,Customer_Care_Call,B010,Agent
INT898508,C01002435,2028-09-27,USSD_Session,B010,Agent
INT864444,C01002435,2026-02-12,Branch_Visit,B010,Agent
INT724184,C01002435,2027-06-28,Branch_Visit,B010,Branch
INT934724,C01002435,2027-11-10,App_Login,B010,Agent
INT723192,C01002435,2026-06-24,App_Login,B010,Branch
INT560878,C01002435,2027-03-02,USSD_Session,B010,Agent
INT737800,C01002435,2025-12-23,SMS_Received,B010,USSD
INT762009,C01002435,2025-09-03,Branch_Visit,B010,Web
INT769343,C01002435,2025-12-16,Customer_Care_Call,B010,Branch
INT813907,C01002436,2025-07-10,Branch_Visit,B004,App
INT954107,C01002436,2028-09-04,Customer_Care_Call,B004,Branch
INT911698,C01002436,2025-06-29,App_Login,B004,Branch
INT564766,C01002436,2028-09-19,Customer_Care_Call,B004,App
INT868236,C01002436,2027-08-02,USSD_Session,B004,App
INT800029,C01002436,2025-09-03,Branch_Visit,B004,USSD
INT560100,C01002436,2028-06-13,Branch_Visit,B004,USSD
INT971530,C01002436,2028-10-10,Customer_Care_Call,B004,ATM
INT572619,C01002436,2025-12-20,USSD_Session,B004,Branch
INT657002,C01002436,2026-08-08,Customer_Care_Call,B004,Agent
INT604852,C01002436,2028-07-29,USSD_Session,B004,Agent
INT766266,C01002436,2025-10-12,USSD_Session,B004,App
INT651518,C01002436,2025-12-26,Branch_Visit,B004,ATM
INT712137,C01002436,2026-03-19,USSD_Session,B004,Web
INT866536,C01002436,2025-11-20,Branch_Visit,B004,Agent
INT727155,C01002436,2025-03-21,Customer_Care_Call,B004,USSD
INT880994,C01002437,2027-06-20,USSD_Session,B010,Web
INT760731,C01002437,2026-10-26,SMS_Received,B010,ATM
INT626445,C01002437,2027-05-05,Customer_Care_Call,B010,Web
INT733991,C01002437,2024-01-29,USSD_Session,B010,App
INT686989,C01002437,2025-01-24,USSD_Session,B010,ATM
INT762750,C01002437,2025-08-31,Branch_Visit,B010,ATM
INT914739,C01002437,2025-01-16,Customer_Care_Call,B010,App
INT547735,C01002437,2024-02-10,USSD_Session,B010,Branch
INT970558,C01002437,2027-10-06,Branch_Visit,B010,USSD
INT848245,C01002437,2026-11-20,USSD_Session,B010,Web
INT894509,C01002437,2027-03-23,USSD_Session,B010,Web
INT668901,C01002437,2025-06-15,Branch_Visit,B010,App
INT924345,C01002437,2026-06-23,SMS_Received,B010,Web
INT659383,C01002437,2024-01-02,SMS_Received,B010,Branch
INT912517,C01002437,2024-07-19,USSD_Session,B010,USSD
INT580798,C01002437,2023-10-03,App_Login,B010,Agent
INT556319,C01002437,2023-10-24,App_Login,B010,Agent
INT674975,C01002437,2026-04-07,App_Login,B010,Agent
INT670138,C01002438,2025-09-14,Customer_Care_Call,B003,ATM
INT898844,C01002438,2027-11-02,USSD_Session,B003,App
INT746359,C01002438,2027-07-20,Customer_Care_Call,B003,ATM
INT840423,C01002438,2025-12-18,Branch_Visit,B003,ATM
INT886484,C01002438,2025-02-15,Branch_Visit,B003,Web
INT762786,C01002438,2025-10-27,USSD_Session,B003,App
INT530148,C01002438,2025-09-12,SMS_Received,B003,Agent
INT725551,C01002438,2028-04-24,Customer_Care_Call,B003,Branch
INT558900,C01002438,2027-06-11,USSD_Session,B003,USSD
INT844503,C01002438,2026-06-25,App_Login,B003,Agent
INT644003,C01002438,2025-09-03,USSD_Session,B003,ATM
INT547385,C01002438,2027-07-17,SMS_Received,B003,ATM
INT846351,C01002438,2028-10-24,USSD_Session,B003,Branch
INT781038,C01002438,2026-03-22,App_Login,B003,Agent
INT702404,C01002438,2027-06-21,SMS_Received,B003,Agent
INT956141,C01002438,2026-07-06,USSD_Session,B003,ATM
INT979361,C01002438,2025-12-25,App_Login,B003,App
INT570431,C01002438,2026-11-24,Branch_Visit,B003,App
INT632100,C01002439,2023-03-02,App_Login,B003,USSD
INT985847,C01002439,2025-04-07,SMS_Received,B003,Branch
INT718368,C01002439,2025-02-24,Branch_Visit,B003,ATM
INT568173,C01002439,2023-09-27,Branch_Visit,B003,Agent
INT895743,C01002439,2025-01-08,App_Login,B003,Web
INT747964,C01002439,2023-07-29,App_Login,B003,Agent
INT731566,C01002440,2026-04-16,SMS_Received,B003,Branch
INT880745,C01002440,2024-02-25,USSD_Session,B003,App
INT930526,C01002440,2023-01-28,Customer_Care_Call,B003,Branch
INT899835,C01002440,2026-04-13,Branch_Visit,B003,Branch
INT876746,C01002440,2023-08-20,SMS_Received,B003,App
INT572794,C01002440,2025-02-03,Customer_Care_Call,B003,ATM
INT647973,C01002440,2024-05-28,Customer_Care_Call,B003,Agent
INT793349,C01002440,2024-02-23,Customer_Care_Call,B003,USSD
INT973809,C01002440,2026-09-12,SMS_Received,B003,Branch
INT711069,C01002440,2025-01-27,Branch_Visit,B003,App
INT894949,C01002440,2026-02-20,App_Login,B003,USSD
INT615010,C01002440,2026-07-16,App_Login,B003,Agent
INT699016,C01002440,2025-01-13,USSD_Session,B003,USSD
INT990956,C01002440,2025-02-08,App_Login,B003,USSD
INT671514,C01002440,2024-08-01,USSD_Session,B003,Branch
INT681964,C01002440,2022-11-12,Customer_Care_Call,B003,App
INT994096,C01002440,2024-06-28,SMS_Received,B003,ATM
INT563828,C01002441,2025-09-19,App_Login,B001,Branch
INT861904,C01002441,2028-02-26,SMS_Received,B001,App
INT950860,C01002441,2027-12-05,USSD_Session,B001,ATM
INT987952,C01002441,2025-10-14,SMS_Received,B001,ATM
INT681549,C01002441,2025-05-22,USSD_Session,B001,USSD
INT563113,C01002441,2024-11-20,SMS_Received,B001,Branch
INT681191,C01002441,2027-04-21,USSD_Session,B001,Branch
INT576474,C01002441,2025-12-28,USSD_Session,B001,Branch
INT839803,C01002441,2028-06-09,USSD_Session,B001,Web
INT774516,C01002441,2024-10-21,Branch_Visit,B001,Web
