customer_id,activation_date,branch_code,country,customer_type,onboarding_channel,date_of_birth,gender,status
C01003877,2022-05-26,B001,ZM,Retail,USSD,1973-02-16,F,Active
C01003878,2024-12-17,B015,ZM,Retail,Agent,1982-11-07,F,Active
C01003879,2022-01-25,B010,ZM,Retail,USSD,2014-05-13,M,Active
C01003880,2024-01-10,B003,ZM,SME,USSD,1966-06-18,M,Dormant
C01003881,2023-10-11,B010,ZM,Retail,Web,1982-08-28,M,Active
C01003882,2022-09-28,B020,ZM,Retail,Web,1971-03-01,F,Active
C01003883,2024-03-03,B005,ZM,Retail,Branch,1993-10-13,F,Active
C01003884,2025-03-10,B004,ZM,Retail,ATM,2009-05-27,F,Dormant
C01003885,2024-05-11,B010,ZM,Retail,USSD,1995-04-07,F,Active
C01003886,2024-01-19,B002,ZM,Retail,Agent,1960-04-17,F,Active
C01003887,2025-01-23,B010,ZM,Retail,Web,1965-12-20,F,Dormant
C01003888,2025-10-30,B005,ZM,Retail,ATM,1976-12-12,F,Active
C01003889,2022-12-20,B015,ZM,SME,Agent,1982-11-10,M,Active
C01003890,2024-08-22,B004,ZM,Retail,USSD,2004-05-30,F,Active
C01003891,2022-05-30,B020,ZM,Premium,ATM,2000-10-18,M,Active
C01003892,2022-02-04,B003,ZM,Retail,Agent,2009-05-26,M,Active
C01003893,2025-04-17,B020,ZM,Retail,App,2012-05-09,F,Closed
C01003894,2022-05-19,B005,ZM,SME,Agent,1984-11-09,F,Active
C01003895,2022-01-29,B004,ZM,Retail,Agent,2005-11-08,M,Active
C01003896,2023-06-21,B010,ZM,Retail,USSD,2010-11-28,F,Active
C01003897,2023-03-18,B015,ZM,Retail,ATM,1997-09-21,M,Active
C01003898,2022-03-23,B001,ZM,Retail,USSD,1977-11-14,F,Active
C01003899,2022-05-04,B015,ZM,Retail,USSD,1983-11-02,F,Active
C01003900,2024-03-26,B001,ZM,Premium,App,1964-07-28,M,Active
C01003901,2024-11-03,B002,ZM,Retail,Agent,1998-05-16,M,Active
C01003902,2023-08-10,B015,ZM,SME,ATM,2003-12-02,M,Active
C01003903,2025-07-11,B004,ZM,Retail,Branch,2013-05-27,M,Active
C01003904,2025-12-30,B001,ZM,Retail,Web,1969-09-11,F,Active
C01003905,2024-10-23,B003,ZM,Retail,USSD,2002-09-26,M,Active
C01003906,2024-04-30,B004,ZM,SME,USSD,1999-03-22,M,Active
C01003907,2024-05-17,B003,ZM,SME,USSD,1994-09-16,M,Active
C01003908,2025-12-08,B015,ZM,Retail,USSD,1988-02-04,F,Active
C01003909,2024-04-03,B003,ZM,Retail,Web,1970-09-18,F,Active
C01003910,2022-06-18,B001,ZM,Retail,Branch,1972-07-14,M,Active
C01003911,2025-08-04,B004,ZM,Retail,App,1976-03-31,F,Active
C01003912,2025-01-03,B010,ZM,Retail,Branch,1971-01-10,M,Active
C01003913,2025-01-06,B005,ZM,SME,Web,1992-06-01,F,Active
C01003914,2025-06-15,B001,ZM,Retail,ATM,1964-11-20,M,Active
C01003915,2022-11-09,B001,ZM,Retail,App,1963-09-06,M,Active
C01003916,2023-07-23,B010,ZM,Retail,App,1966-04-21,F,Active
C01003917,2022-06-21,B004,ZM,Retail,ATM,1984-11-18,M,Active
C01003918,2023-09-27,B004,ZM,Retail,Agent,1969-08-22,M,Active
C01003919,2022-06-11,B020,ZM,Retail,USSD,2009-03-16,M,Active
C01003920,2024-11-13,B015,ZM,SME,Web,2008-01-07,F,Active
C01003921,2023-02-21,B003,ZM,Retail,ATM,1984-01-30,F,Active
C01003922,2022-11-15,B015,ZM,Retail,Branch,1971-06-07,M,Active
C01003923,2025-01-03,B010,ZM,Retail,Branch,1968-08-08,M,Active
C01003924,2023-11-01,B015,ZM,Retail,Agent,1997-12-21,M,Active
C01003925,2024-03-11,B010,ZM,Retail,ATM,1978-05-19,F,Active
C01003926,2025-04-16,B004,ZM,SME,Web,1963-08-01,M,Active
C01003927,2025-07-23,B003,ZM,Retail,Agent,2010-10-30,M,Active
C01003928,2025-08-23,B015,ZM,SME,Agent,1965-05-16,M,Dormant
C01003929,2025-10-26,B001,ZM,Retail,Agent,1960-11-18,F,Closed
C01003930,2025-08-10,B002,ZM,Retail,App,1969-12-30,M,Active
C01003931,2022-05-16,B020,ZM,Premium,App,1990-04-15,F,Active
C01003932,2023-09-28,B005,ZM,Retail,USSD,1984-11-12,M,Dormant
C01003933,2025-12-01,B001,ZM,SME,Web,1985-06-30,M,Active
C01003934,2024-06-14,B004,ZM,Retail,Branch,1998-07-23,M,Active
C01003935,2026-02-03,B005,ZM,Retail,Branch,1981-08-04,F,Active
C01003936,2023-05-04,B002,ZM,SME,USSD,1980-09-04,M,Active
C01003937,2022-04-29,B002,ZM,SME,Branch,1979-10-11,M,Active
C01003938,2023-05-16,B003,ZM,Retail,Agent,2014-02-26,M,Active
C01003939,2022-06-26,B005,ZM,Retail,USSD,2011-03-11,F,Active
C01003940,2024-06-08,B003,ZM,Retail,USSD,1983-12-06,M,Active
C01003941,2022-08-26,B001,ZM,SME,ATM,2009-07-30,M,Active
C01003942,2024-07-17,B010,ZM,Retail,App,1991-09-20,M,Active
C01003943,2025-06-07,B010,ZM,SME,Web,1981-03-16,F,Active
C01003944,2025-05-31,B010,ZM,Retail,Web,1973-08-11,F,Active
C01003945,2022-04-23,B005,ZM,Retail,App,1962-01-22,F,Active
C01003946,2023-09-26,B010,ZM,Retail,Agent,2009-09-03,F,Active
C01003947,2025-09-26,B001,ZM,Retail,Web,2012-05-27,F,Active
C01003948,2025-09-09,B003,ZM,Premium,Branch,1988-05-31,M,Active
C01003949,2022-12-26,B005,ZM,Retail,Branch,1979-09-22,F,Active
C01003950,2022-09-02,B003,ZM,Premium,Web,1975-06-01,F,Dormant
C01003951,2022-01-26,B005,ZM,Retail,ATM,1994-05-21,F,Active
C01003952,2025-12-20,B003,ZM,Retail,Web,1978-03-23,F,Active
C01003953,2022-10-09,B002,ZM,SME,USSD,2008-08-06,F,Active
C01003954,2025-12-07,B003,ZM,Retail,Agent,1961-07-25,F,Dormant
C01003955,2022-01-24,B010,ZM,Retail,USSD,1974-05-22,M,Active
C01003956,2022-12-02,B002,ZM,Retail,App,1968-03-06,M,Active
C01003957,2024-10-13,B003,ZM,SME,Agent,2011-04-01,F,Active
C01003958,2023-12-12,B005,ZM,SME,Agent,1984-03-13,F,Active
C01003959,2024-12-07,B005,ZM,Retail,Branch,2003-08-16,F,Active
C01003960,2024-11-25,B020,ZM,SME,Agent,1971-03-05,F,Active
C01003961,2026-01-16,B005,ZM,Retail,ATM,1968-08-01,M,Active
C01003962,2023-06-15,B004,ZM,Retail,Web,1982-02-01,F,Active
C01003963,2022-12-08,B001,ZM,SME,USSD,1996-06-16,M,Active
C01003964,2024-02-01,B005,ZM,Retail,Branch,1979-10-28,M,Active
C01003965,2022-09-17,B002,ZM,SME,Branch,1981-09-17,M,Active
C01003966,2023-07-05,B020,ZM,Retail,ATM,2001-03-23,M,Active
C01003967,2022-08-30,B005,ZM,Retail,ATM,2014-09-09,F,Active
C01003968,2022-03-02,B004,ZM,Retail,ATM,1974-11-10,M,Active
C01003969,2023-11-18,B010,ZM,Retail,ATM,1975-07-27,F,Active
C01003970,2024-05-29,B002,ZM,SME,USSD,1979-10-08,F,Active
C01003971,2023-07-12,B004,ZM,Retail,ATM,1985-01-26,M,Active
C01003972,2024-12-08,B010,ZM,Retail,Branch,1969-08-19,M,Active
C01003973,2022-05-11,B015,ZM,Retail,Branch,1960-04-13,M,Active
C01003974,2023-06-23,B015,ZM,Retail,Agent,1981-06-03,F,Dormant
C01003975,2025-12-29,B002,ZM,SME,Web,1987-09-04,M,Active
C01003976,2025-03-26,B003,ZM,Retail,Branch,1999-01-16,F,Active
C01003977,2025-07-09,B001,ZM,Retail,Branch,2012-01-01,F,Active
C01003978,2022-06-07,B020,ZM,SME,USSD,2013-10-20,F,Active
C01003979,2024-10-13,B001,ZM,Retail,Agent,1994-09-10,F,Active
C01003980,2024-07-21,B004,ZM,SME,Branch,2000-01-10,M,Closed
C01003981,2024-11-12,B010,ZM,Retail,App,1979-02-22,M,Active
C01003982,2024-01-08,B001,ZM,Retail,Branch,1980-10-30,M,Active
C01003983,2022-04-24,B010,ZM,SME,Web,1969-01-01,M,Active
C01003984,2024-10-20,B010,ZM,Retail,Web,1967-05-10,M,Active
C01003985,2025-03-06,B004,ZM,Retail,Agent,1996-08-25,M,Active
C01003986,2022-12-08,B004,ZM,Retail,Agent,1999-11-05,F,Active
C01003987,2024-01-24,B004,ZM,Retail,ATM,1999-09-13,M,Active
C01003988,2022-11-19,B001,ZM,Retail,USSD,1973-06-28,F,Dormant
C01003989,2023-06-07,B015,ZM,SME,Web,1994-06-29,F,Active
C01003990,2022-07-30,B004,ZM,Retail,App,1994-02-08,F,Active
C01003991,2025-03-21,B020,ZM,Retail,App,1962-01-24,F,Active
C01003992,2025-10-12,B001,ZM,SME,ATM,2008-07-23,M,Active
C01003993,2026-01-20,B004,ZM,Retail,USSD,1984-05-17,M,Active
C01003994,2022-08-25,B005,ZM,Retail,USSD,1978-05-27,F,Active
C01003995,2023-04-13,B010,ZM,SME,Agent,2004-02-05,F,Dormant
C01003996,2024-11-08,B020,ZM,SME,Branch,1999-03-05,M,Active
C01003997,2022-01-06,B004,ZM,Retail,App,2007-01-02,F,Dormant
C01003998,2022-04-01,B002,ZM,Retail,App,1990-09-16,M,Active
C01003999,2022-01-26,B010,ZM,Retail,App,1988-11-22,F,Active
C01004000,2023-05-16,B010,ZM,Retail,App,1961-11-09,F,Dormant
C01004001,2022-04-05,B004,ZM,Retail,Web,2004-10-08,M,Active
C01004002,2024-08-24,B015,ZM,SME,USSD,2005-07-14,M,Dormant
C01004003,2024-01-16,B003,ZM,Premium,Branch,1994-10-19,M,Active
C01004004,2024-02-24,B015,ZM,SME,Web,1999-09-02,M,Active
C01004005,2022-11-04,B004,ZM,Retail,USSD,2014-06-01,M,Active
C01004006,2023-01-02,B010,ZM,SME,ATM,1978-06-07,M,Active
C01004007,2022-03-14,B020,ZM,Retail,App,1993-06-17,M,Dormant
C01004008,2025-02-06,B002,ZM,Retail,Branch,1972-12-18,F,Dormant
C01004009,2026-01-02,B020,ZM,Retail,USSD,1966-12-09,M,Active
C01004010,2025-09-04,B020,ZM,Retail,ATM,2013-11-30,F,Active
C01004011,2024-05-08,B010,ZM,SME,App,1993-11-18,M,Active
C01004012,2023-04-05,B015,ZM,Retail,ATM,1975-02-08,M,Active
C01004013,2023-10-22,B002,ZM,Retail,ATM,1996-03-30,F,Closed
C01004014,2023-05-24,B001,ZM,Premium,Web,1978-08-01,F,Active
C01004015,2024-05-02,B005,ZM,Retail,ATM,1979-07-21,F,Active
C01004016,2026-01-15,B010,ZM,SME,Web,1988-03-10,F,Active
C01004017,2023-10-18,B004,ZM,Retail,Agent,1991-09-10,M,Active
C01004018,2023-07-10,B001,ZM,Retail,Web,1996-05-05,M,Active
C01004019,2022-06-09,B005,ZM,SME,ATM,1984-08-05,M,Active
C01004020,2025-03-16,B004,ZM,Retail,USSD,1982-04-26,M,Dormant
C01004021,2024-02-03,B020,ZM,Retail,ATM,1986-01-28,M,Active
C01004022,2022-09-02,B003,ZM,Retail,ATM,1980-09-17,F,Active
C01004023,2024-10-25,B004,ZM,Retail,USSD,1994-01-15,M,Dormant
C01004024,2025-10-10,B002,ZM,Retail,App,2013-11-13,M,Dormant
C01004025,2022-04-18,B002,ZM,Retail,Branch,2002-02-20,F,Active
C01004026,2023-01-03,B003,ZM,Retail,Agent,1962-03-06,F,Active
C01004027,2023-04-03,B001,ZM,SME,App,2010-07-15,F,Active
C01004028,2024-11-22,B005,ZM,Retail,ATM,1981-11-23,M,Dormant
C01004029,2022-04-05,B004,ZM,Retail,App,1965-10-20,F,Active
C01004030,2024-04-01,B002,ZM,Retail,Branch,2000-07-28,F,Active
C01004031,2022-05-22,B001,ZM,SME,App,1961-12-17,F,Active
C01004032,2024-08-10,B003,ZM,SME,Branch,1994-11-20,F,Closed
C01004033,2023-08-02,B015,ZM,Retail,App,2011-04-15,F,Active
C01004034,2023-09-29,B010,ZM,SME,Web,1990-12-19,M,Active
C01004035,2023-11-02,B015,ZM,Retail,ATM,1992-04-02,M,Active
C01004036,2022-06-26,B015,ZM,Retail,Branch,1994-03-06,F,Active
C01004037,2025-02-06,B002,ZM,Retail,Agent,1961-11-02,F,Active
C01004038,2024-07-24,B020,ZM,Retail,ATM,2004-01-17,F,Active
C01004039,2022-01-17,B020,ZM,Retail,Web,1999-02-21,F,Active
C01004040,2024-01-26,B003,ZM,Retail,App,1999-12-14,F,Dormant
C01004041,2023-02-15,B004,ZM,Premium,ATM,1998-01-19,F,Closed
C01004042,2023-08-21,B020,ZM,SME,App,1968-01-10,M,Dormant
C01004043,2025-02-28,B015,ZM,Retail,App,1999-03-28,F,Active
C01004044,2023-09-15,B020,ZM,Retail,ATM,1982-11-14,F,Active
C01004045,2025-06-29,B015,ZM,Retail,Branch,1991-03-29,F,Active
C01004046,2023-05-12,B005,ZM,Retail,Branch,1980-07-03,F,Active
C01004047,2024-08-08,B002,ZM,Retail,ATM,1984-02-22,M,Active
C01004048,2024-01-25,B002,ZM,Retail,Branch,1992-11-20,F,Active
C01004049,2025-04-26,B004,ZM,Retail,USSD,1983-04-25,M,Active
C01004050,2024-10-07,B020,ZM,SME,App,2002-12-06,F,Active
C01004051,2023-02-05,B020,ZM,Retail,ATM,1974-03-08,F,Active
C01004052,2026-02-09,B010,ZM,Retail,Agent,1975-02-13,F,Dormant
C01004053,2025-01-24,B001,ZM,Retail,Web,1979-08-29,F,Active
C01004054,2023-05-18,B005,ZM,Retail,ATM,2012-07-11,M,Active
C01004055,2022-11-05,B002,ZM,SME,ATM,2006-05-25,F,Active
C01004056,2022-01-14,B005,ZM,Retail,App,2013-09-30,M,Active
C01004057,2024-04-19,B002,ZM,Premium,Web,2007-08-19,M,Active
C01004058,2022-02-18,B005,ZM,Premium,App,1977-07-23,F,Active
C01004059,2023-04-23,B003,ZM,Retail,Agent,1963-04-04,M,Active
C01004060,2025-01-14,B015,ZM,Retail,Branch,1994-03-22,M,Active
C01004061,2023-12-11,B002,ZM,SME,ATM,1992-09-15,F,Active
C01004062,2025-07-26,B005,ZM,Premium,App,1964-04-21,F,Active
C01004063,2025-11-21,B020,ZM,Retail,Agent,1980-07-04,F,Active
C01004064,2022-01-20,B001,ZM,SME,Agent,1968-01-27,F,Active
C01004065,2023-11-18,B003,ZM,SME,USSD,1974-03-30,F,Active
C01004066,2022-01-03,B003,ZM,Retail,ATM,1968-04-15,F,Active
C01004067,2025-09-08,B001,ZM,Retail,Agent,2009-08-05,M,Active
C01004068,2024-02-10,B005,ZM,SME,Branch,1964-06-28,F,Active
C01004069,2026-01-29,B020,ZM,Retail,App,1982-06-18,M,Dormant
C01004070,2023-09-22,B004,ZM,Retail,App,1967-02-10,F,Dormant
C01004071,2022-08-01,B001,ZM,Retail,USSD,2007-02-14,M,Closed
C01004072,2023-02-25,B005,ZM,Retail,Branch,1982-11-21,M,Active
C01004073,2024-12-21,B001,ZM,Retail,Agent,2000-08-25,M,Active
C01004074,2023-05-03,B001,ZM,SME,USSD,1973-05-15,F,Active
C01004075,2024-05-09,B002,ZM,Retail,Agent,1986-04-20,M,Active
C01004076,2024-10-04,B005,ZM,Retail,Agent,1972-09-15,F,Dormant
C01004077,2022-05-03,B004,ZM,Retail,ATM,1999-02-08,M,Active
C01004078,2022-10-19,B015,ZM,Retail,Web,1984-12-26,F,Active
C01004079,2025-12-28,B002,ZM,Retail,Agent,1976-09-08,F,Dormant
C01004080,2023-07-28,B001,ZM,Retail,App,1980-07-20,M,Dormant
C01004081,2022-07-10,B015,ZM,Retail,Agent,1996-09-25,F,Active
C01004082,2022-03-31,B010,ZM,Retail,USSD,1987-12-15,F,Active
C01004083,2023-04-20,B015,ZM,Retail,Agent,1974-12-13,F,Active
C01004084,2024-11-30,B001,ZM,Retail,App,2006-09-12,M,Active
C01004085,2024-04-25,B001,ZM,Premium,App,1965-12-28,F,Dormant
C01004086,2025-12-06,B020,ZM,Retail,USSD,1980-10-18,F,Closed
C01004087,2024-02-02,B005,ZM,Retail,App,1968-04-11,M,Active
C01004088,2024-07-27,B005,ZM,Retail,Branch,1964-09-04,M,Active
C01004089,2022-06-23,B002,ZM,Retail,Branch,2011-05-16,F,Active
C01004090,2025-04-04,B004,ZM,Retail,Web,1975-10-14,M,Dormant
C01004091,2022-07-15,B002,ZM,Retail,Branch,1985-11-10,F,Dormant
C01004092,2024-11-01,B003,ZM,Retail,USSD,2009-02-26,M,Active
C01004093,2022-10-01,B001,ZM,SME,Agent,2002-03-10,M,Active
C01004094,2025-07-29,B015,ZM,SME,Branch,1997-12-21,M,Active
C01004095,2024-03-18,B010,ZM,Retail,Web,1975-01-24,M,Active
C01004096,2022-06-03,B001,ZM,Retail,ATM,1981-03-12,F,Active
C01004097,2025-04-27,B001,ZM,Retail,ATM,1961-07-17,M,Active
C01004098,2025-03-08,B002,ZM,SME,USSD,1977-07-12,F,Active
C01004099,2022-05-08,B010,ZM,SME,Web,2014-01-24,F,Active
C01004100,2024-06-09,B010,ZM,Retail,Branch,1966-11-29,F,Closed
C01004101,2025-09-18,B010,ZM,Retail,Web,1966-01-16,M,Active
C01004102,2022-09-25,B002,ZM,Retail,App,1969-02-08,M,Active
C01004103,2023-04-30,B001,ZM,Retail,Web,1984-02-20,M,Active
C01004104,2023-08-21,B002,ZM,Retail,Branch,1976-01-13,M,Active
C01004105,2023-06-19,B005,ZM,Retail,USSD,2007-11-26,F,Active
C01004106,2023-10-08,B005,ZM,Retail,App,1971-02-19,M,Active
C01004107,2024-03-15,B002,ZM,Premium,Web,2001-06-30,F,Active
C01004108,2025-12-06,B010,ZM,Premium,ATM,2009-08-26,M,Active
C01004109,2023-10-31,B020,ZM,Retail,Branch,1993-02-05,M,Active
C01004110,2023-10-14,B001,ZM,Retail,USSD,1976-01-19,F,Active
C01004111,2024-07-16,B002,ZM,SME,Agent,1973-09-13,M,Active
C01004112,2023-07-11,B002,ZM,Retail,Branch,2007-11-16,M,Active
C01004113,2023-04-24,B002,ZM,Retail,Web,1976-10-04,F,Active
C01004114,2022-06-02,B020,ZM,Retail,USSD,1982-01-14,M,Active
C01004115,2023-02-20,B020,ZM,Retail,ATM,1960-10-13,F,Active
C01004116,2022-10-06,B003,ZM,Retail,App,1989-03-14,F,Closed
C01004117,2025-04-12,B005,ZM,Retail,Web,1975-05-31,M,Active
C01004118,2022-08-12,B015,ZM,Retail,USSD,1984-06-06,F,Active
C01004119,2022-11-15,B010,ZM,Retail,App,2006-01-17,F,Active
C01004120,2022-08-05,B004,ZM,Retail,USSD,1961-11-09,M,Active
C01004121,2022-12-03,B020,ZM,Retail,Agent,2004-12-08,M,Active
C01004122,2024-07-09,B015,ZM,SME,Web,2005-04-05,M,Active
C01004123,2024-08-12,B020,ZM,Retail,USSD,1965-02-05,F,Active
C01004124,2023-10-06,B010,ZM,Retail,ATM,1995-05-01,F,Active
C01004125,2024-04-12,B004,ZM,Retail,USSD,1972-02-09,M,Active
C01004126,2022-09-05,B003,ZM,Retail,Web,1974-12-25,F,Active
C01004127,2025-01-02,B002,ZM,Retail,USSD,1964-05-03,F,Closed
C01004128,2024-01-04,B003,ZM,Retail,App,2002-01-30,M,Active
C01004129,2023-03-02,B020,ZM,Retail,App,1973-12-26,M,Active
C01004130,2024-07-14,B003,ZM,Retail,Agent,1971-11-13,M,Active
C01004131,2023-09-24,B015,ZM,Retail,Branch,1981-09-14,F,Active
C01004132,2024-08-06,B001,ZM,Retail,Agent,2014-08-19,F,Dormant
C01004133,2023-06-27,B020,ZM,Retail,Branch,1992-12-10,M,Active
C01004134,2022-09-03,B020,ZM,Retail,ATM,2011-06-26,F,Active
C01004135,2022-07-05,B015,ZM,Retail,App,1985-01-20,M,Active
C01004136,2022-11-19,B005,ZM,Retail,Branch,2001-06-26,M,Active
C01004137,2025-11-06,B004,ZM,Retail,USSD,1982-01-19,M,Active
C01004138,2023-09-16,B002,ZM,Retail,ATM,2000-10-24,F,Active
C01004139,2025-12-14,B015,ZM,Retail,Web,1975-09-18,F,Active
C01004140,2025-11-28,B004,ZM,Retail,Branch,1969-11-09,F,Active
C01004141,2025-05-20,B010,ZM,Retail,Agent,1982-04-08,F,Active
C01004142,2022-03-24,B004,ZM,Retail,Branch,1974-07-17,F,Dormant
C01004143,2023-03-17,B010,ZM,Retail,Agent,2014-05-14,F,Dormant
C01004144,2023-11-03,B015,ZM,Premium,Agent,1963-10-17,M,Active
C01004145,2022-10-31,B020,ZM,SME,App,1966-01-06,M,Active
C01004146,2022-07-06,B020,ZM,Retail,ATM,1993-11-10,M,Dormant
C01004147,2025-12-27,B005,ZM,Retail,Agent,1972-03-11,M,Active
C01004148,2023-05-24,B015,ZM,Retail,App,1960-01-19,F,Active
C01004149,2023-12-30,B010,ZM,Retail,App,1985-10-07,M,Active
C01004150,2024-03-22,B004,ZM,Retail,Agent,2001-05-03,M,Active
C01004151,2024-11-17,B004,ZM,Retail,ATM,2007-06-13,M,Closed
C01004152,2022-04-11,B010,ZM,SME,USSD,2003-12-15,F,Active
C01004153,2025-10-18,B003,ZM,Retail,Branch,1995-06-09,M,Active
C01004154,2023-09-05,B005,ZM,Retail,App,2009-05-15,M,Active
C01004155,2023-06-17,B001,ZM,Retail,Branch,2008-07-29,M,Active
C01004156,2022-12-23,B020,ZM,Retail,ATM,1996-03-26,M,Active
C01004157,2022-03-05,B002,ZM,SME,USSD,2007-02-07,F,Active
C01004158,2024-04-08,B004,ZM,SME,Web,2001-11-11,F,Active
C01004159,2024-07-15,B002,ZM,SME,USSD,2006-08-15,M,Dormant
C01004160,2025-02-12,B001,ZM,Retail,ATM,1991-10-02,M,Active
C01004161,2025-01-31,B015,ZM,Retail,USSD,2014-04-28,F,Active
C01004162,2023-05-27,B002,ZM,Retail,Web,2011-10-22,F,Active
C01004163,2022-07-13,B001,ZM,Retail,App,1996-05-08,F,Active
C01004164,2024-08-04,B020,ZM,Retail,USSD,1982-07-22,F,Dormant
C01004165,2022-07-28,B010,ZM,Retail,Agent,2006-12-18,M,Dormant
C01004166,2022-10-14,B003,ZM,Retail,Agent,1996-07-28,F,Closed
C01004167,2022-09-06,B020,ZM,Retail,ATM,1974-12-21,M,Active
C01004168,2022-01-25,B004,ZM,Retail,USSD,2005-02-20,F,Active
C01004169,2022-05-07,B001,ZM,Retail,Web,2004-10-31,M,Active
C01004170,2023-04-01,B002,ZM,Retail,ATM,1971-04-29,F,Active
C01004171,2022-09-25,B004,ZM,Retail,USSD,1963-04-08,M,Active
C01004172,2023-02-10,B003,ZM,Retail,ATM,1978-07-24,F,Active
C01004173,2024-03-31,B010,ZM,Retail,Agent,1966-08-02,F,Active
C01004174,2024-02-02,B015,ZM,Retail,Web,2013-10-23,M,Active
C01004175,2025-11-06,B004,ZM,Premium,App,1992-12-20,M,Active
C01004176,2025-07-14,B015,ZM,Retail,Web,1986-10-10,F,Active
C01004177,2025-08-13,B001,ZM,Retail,App,1970-05-13,M,Active
C01004178,2022-06-22,B003,ZM,Retail,Branch,2014-03-22,M,Active
C01004179,2025-04-07,B002,ZM,SME,Agent,1996-12-30,F,Dormant
C01004180,2025-04-15,B003,ZM,Retail,Agent,1994-04-28,F,Active
C01004181,2023-06-15,B003,ZM,Retail,Agent,1993-09-22,F,Dormant
C01004182,2022-06-03,B005,ZM,Retail,Web,1986-11-14,M,Active
C01004183,2022-02-14,B003,ZM,Retail,App,1993-07-08,F,Active
C01004184,2022-05-13,B003,ZM,Retail,Branch,1962-02-21,F,Active
C01004185,2023-02-09,B020,ZM,Retail,Branch,1988-03-21,M,Active
C01004186,2025-08-15,B004,ZM,SME,Branch,2003-09-17,M,Dormant
C01004187,2024-06-27,B002,ZM,SME,ATM,1977-10-29,F,Active
C01004188,2022-09-21,B020,ZM,Retail,Web,1961-06-09,M,Active
C01004189,2022-07-08,B020,ZM,Retail,Web,1979-05-04,M,Active
C01004190,2023-11-11,B004,ZM,Retail,Agent,1999-01-27,F,Active
C01004191,2022-09-08,B004,ZM,SME,Web,1973-03-15,M,Active
C01004192,2022-03-29,B001,ZM,Retail,Web,2000-05-13,M,Active
C01004193,2024-08-02,B004,ZM,Premium,ATM,2012-12-20,M,Active
C01004194,2022-04-14,B005,ZM,Retail,Web,1972-07-18,F,Active
C01004195,2022-12-11,B005,ZM,Retail,App,1987-02-03,M,Active
C01004196,2025-03-21,B020,ZM,SME,Branch,1995-07-23,F,Active
C01004197,2024-06-06,B015,ZM,Retail,ATM,1981-12-07,F,Active
C01004198,2026-01-23,B001,ZM,Retail,ATM,1972-10-07,M,Active
C01004199,2024-03-19,B015,ZM,Retail,Agent,1961-06-20,F,Active
C01004200,2024-10-13,B015,ZM,Retail,Web,1980-05-15,F,Active
C01004201,2022-03-02,B020,ZM,Retail,Branch,1999-05-22,F,Active
C01004202,2024-02-23,B010,ZM,Retail,App,1982-09-09,M,Active
C01004203,2025-10-31,B020,ZM,Retail,Branch,2003-09-02,F,Dormant
C01004204,2024-05-23,B002,ZM,Premium,USSD,1995-10-26,F,Active
C01004205,2022-12-20,B002,ZM,Premium,Branch,2001-11-02,F,Active
C01004206,2023-12-26,B004,ZM,Retail,App,2001-09-25,F,Active
C01004207,2023-03-16,B004,ZM,Retail,App,1993-05-02,F,Active
C01004208,2023-01-19,B010,ZM,Retail,App,1978-05-13,F,Closed
C01004209,2023-07-18,B004,ZM,Retail,ATM,2001-07-25,F,Dormant
C01004210,2023-07-28,B002,ZM,Retail,ATM,1971-09-13,M,Active
C01004211,2024-07-02,B015,ZM,Premium,USSD,1997-04-20,M,Dormant
C01004212,2022-11-01,B020,ZM,Premium,Branch,1964-08-09,M,Active
C01004213,2022-03-12,B003,ZM,Retail,Web,1982-01-05,F,Dormant
C01004214,2025-06-11,B005,ZM,Retail,Agent,1973-01-20,F,Active
C01004215,2025-06-22,B003,ZM,Retail,USSD,1969-01-31,M,Active
C01004216,2025-06-17,B003,ZM,Retail,Web,1986-07-03,F,Dormant
C01004217,2023-05-19,B002,ZM,Retail,Web,1993-07-22,F,Active
C01004218,2025-08-18,B003,ZM,Retail,USSD,1964-10-06,M,Active
C01004219,2023-08-28,B020,ZM,SME,Branch,1991-06-13,F,Active
C01004220,2024-10-18,B010,ZM,Retail,Agent,2001-09-22,M,Dormant
C01004221,2024-04-23,B001,ZM,SME,Web,1994-09-05,M,Active
C01004222,2025-02-01,B004,ZM,Retail,ATM,1998-11-18,F,Active
C01004223,2024-09-08,B001,ZM,Retail,ATM,1967-01-03,M,Active
C01004224,2022-05-05,B015,ZM,SME,USSD,2013-09-02,F,Active
C01004225,2022-06-29,B020,ZM,SME,Agent,1986-05-16,F,Active
C01004226,2023-07-27,B020,ZM,Retail,Agent,1991-10-30,M,Active
C01004227,2024-02-24,B005,ZM,Retail,Web,2005-12-25,F,Active
C01004228,2022-10-09,B020,ZM,Premium,USSD,2009-06-27,F,Active
C01004229,2024-05-08,B004,ZM,Retail,Agent,2002-10-20,M,Active
C01004230,2023-02-13,B020,ZM,Retail,Agent,1963-08-20,F,Active
C01004231,2025-08-09,B003,ZM,Retail,ATM,2003-01-05,F,Active
C01004232,2024-12-12,B005,ZM,SME,USSD,1966-01-29,M,Dormant
C01004233,2023-05-26,B004,ZM,SME,Web,1991-08-16,F,Active
C01004234,2025-07-15,B010,ZM,SME,Web,1989-09-26,F,Active
C01004235,2025-01-18,B010,ZM,Retail,ATM,1977-05-10,F,Active
C01004236,2022-02-09,B010,ZM,Retail,App,1987-11-04,M,Active
C01004237,2024-02-23,B010,ZM,Retail,App,2005-06-17,M,Dormant
